"filename", "language", "Rust", "Markdown", "comment", "blank", "total"
"/home/thomas/Desktop/coursework-bobbobdude/README.md", "Markdown", 0, 1010, 0, 2, 1012
"/home/thomas/Desktop/coursework-bobbobdude/sim/src/cache.rs", "Rust", 0, 0, 0, -2, -2
"Total", "-", 0, 1010, 0, 0, 1010
